,"Elastic Net
 with FS","GBM
 with FS","Random Forest
 with FS","Linear Regression
 with FS",Random Forest,GBM,"SVM
 with FS",Elastic Net,SVM
0,"{'alpha': 0.3, 'l1_ratio': 0.1, 'k': 9}","{'max_depth': 2, 'max_features': 0.8, 'min_samples_leaf': 2, 'n_estimators': 25, 'k': 10}","{'max_depth': 3, 'max_features': 0.3, 'n_estimators': 100, 'k': 10}",{'k': 9},"{'max_depth': 5, 'max_features': 0.4, 'n_estimators': 200}","{'max_depth': 2, 'max_features': 0.9, 'min_samples_leaf': 3, 'n_estimators': 30}","{'C': 1000, 'epsilon': 2, 'gamma': 0.001, 'k': 9}","{'alpha': 0.4, 'l1_ratio': 0.5}","{'C': 10, 'epsilon': 2, 'gamma': 0.005}"
